Tier,Needs,Category,Product,Current price,Known cost,In stock? (y/n),Cost ex GST per bottle (FILL),Photo source (shoot/supplier/na),Filename 01 (front),Filename 02 (back),SKU,Shopify handle
"B - draft, not ranged yet",COST + PHOTO,Red,Paringa Estate The Paringa Pinot Noir,,,,,,paringa-estate-the-paringa-pinot-noir-01.jpg,paringa-estate-the-paringa-pinot-noir-02.jpg,SH-FINE-PARINGA-ESTATE-THE-PARINGA-PINOT-NOIR-750,paringa-estate-the-paringa-pinot-noir
"B - draft, not ranged yet",COST + PHOTO,Red,Parker Coonawarra Estate First Growth,,,,,,parker-coonawarra-estate-first-growth-01.jpg,parker-coonawarra-estate-first-growth-02.jpg,SH-FINE-PARKER-COONAWARRA-ESTATE-FIRST-GROWTH-750,parker-coonawarra-estate-first-growth
"B - draft, not ranged yet",COST + PHOTO,Red,Penfolds Bin 407 Cabernet Sauvignon,,,,,,penfolds-bin-407-cabernet-sauvignon-01.jpg,penfolds-bin-407-cabernet-sauvignon-02.jpg,SH-FINE-PENFOLDS-BIN-407-CABERNET-SAUVIGNON-750,penfolds-bin-407-cabernet-sauvignon
"B - draft, not ranged yet",COST + PHOTO,Red,Penfolds Bin 707 Cabernet Sauvignon,,,,,,penfolds-bin-707-cabernet-sauvignon-01.jpg,penfolds-bin-707-cabernet-sauvignon-02.jpg,SH-FINE-PENFOLDS-BIN-707-CABERNET-SAUVIGNON-750,penfolds-bin-707-cabernet-sauvignon
"B - draft, not ranged yet",COST + PHOTO,White,Penfolds Yattarna Bin 144 Chardonnay,,,,,,penfolds-yattarna-bin-144-chardonnay-01.jpg,penfolds-yattarna-bin-144-chardonnay-02.jpg,SH-FINE-PENFOLDS-YATTARNA-BIN-144-CHARDONNAY-750,penfolds-yattarna-bin-144-chardonnay
"B - draft, not ranged yet",COST + PHOTO,White,Pewsey Vale The Contours,,,,,,pewsey-vale-the-contours-01.jpg,pewsey-vale-the-contours-02.jpg,SH-FINE-PEWSEY-VALE-THE-CONTOURS-750,pewsey-vale-the-contours
"B - draft, not ranged yet",COST + PHOTO,White,Pierro Chardonnay,,,,,,pierro-chardonnay-01.jpg,pierro-chardonnay-02.jpg,SH-FINE-PIERRO-CHARDONNAY-750,pierro-chardonnay
"B - draft, not ranged yet",COST + PHOTO,Champagne,Pol Roger Sir Winston Churchill,,,,,,pol-roger-sir-winston-churchill-01.jpg,pol-roger-sir-winston-churchill-02.jpg,SH-FINE-POL-ROGER-SIR-WINSTON-CHURCHILL-750,pol-roger-sir-winston-churchill
"B - draft, not ranged yet",COST + PHOTO,White,Quealy Turbul Pinot Grigio,,,,,,quealy-turbul-pinot-grigio-01.jpg,quealy-turbul-pinot-grigio-02.jpg,SH-FINE-QUEALY-TURBUL-PINOT-GRIGIO-750,quealy-turbul-pinot-grigio
"B - draft, not ranged yet",COST + PHOTO,Sparkling,Ruggeri Giustino B.,,,,,,ruggeri-giustino-b-01.jpg,ruggeri-giustino-b-02.jpg,SH-FINE-RUGGERI-GIUSTINO-B-750,ruggeri-giustino-b
"B - draft, not ranged yet",COST + PHOTO,Red,S.C. Pannell Smart Vineyard Grenache,,,,,,s-c-pannell-smart-vineyard-grenache-01.jpg,s-c-pannell-smart-vineyard-grenache-02.jpg,SH-FINE-S-C-PANNELL-SMART-VINEYARD-GRENACHE-750,s-c-pannell-smart-vineyard-grenache
"B - draft, not ranged yet",COST + PHOTO,Fortified,Seppeltsfield 100 Year Old Para Vintage Tawny,,,,,,seppeltsfield-100-year-old-para-vintage-tawny-01.jpg,seppeltsfield-100-year-old-para-vintage-tawny-02.jpg,SH-FINE-SEPPELTSFIELD-100-YEAR-OLD-PARA-VINTAGE-TAWNY-750,seppeltsfield-100-year-old-para-vintage-tawny
"B - draft, not ranged yet",COST + PHOTO,Sparkling,Sorelle Bronca Particella 68,,,,,,sorelle-bronca-particella-68-01.jpg,sorelle-bronca-particella-68-02.jpg,SH-FINE-SORELLE-BRONCA-PARTICELLA-68-750,sorelle-bronca-particella-68
"B - draft, not ranged yet",COST + PHOTO,Fortified,Stanton & Killeen Rare Muscat,,,,,,stanton-killeen-rare-muscat-01.jpg,stanton-killeen-rare-muscat-02.jpg,SH-FINE-STANTON-AND-KILLEEN-RARE-MUSCAT-750,stanton-and-killeen-rare-muscat
"B - draft, not ranged yet",COST + PHOTO,Sparkling,Stefano Lubiana Brut Reserve,,,,,,stefano-lubiana-brut-reserve-01.jpg,stefano-lubiana-brut-reserve-02.jpg,SH-FINE-STEFANO-LUBIANA-BRUT-RESERVE-750,stefano-lubiana-brut-reserve
"B - draft, not ranged yet",COST + PHOTO,White,Tolpuddle Vineyard Chardonnay,,,,,,tolpuddle-vineyard-chardonnay-01.jpg,tolpuddle-vineyard-chardonnay-02.jpg,SH-FINE-TOLPUDDLE-VINEYARD-CHARDONNAY-750,tolpuddle-vineyard-chardonnay
"B - draft, not ranged yet",COST + PHOTO,Red,Tolpuddle Vineyard Pinot Noir,,,,,,tolpuddle-vineyard-pinot-noir-01.jpg,tolpuddle-vineyard-pinot-noir-02.jpg,SH-FINE-TOLPUDDLE-VINEYARD-PINOT-NOIR-750,tolpuddle-vineyard-pinot-noir
"B - draft, not ranged yet",COST + PHOTO,Red,Torbreck Les Amis,,,,,,torbreck-les-amis-01.jpg,torbreck-les-amis-02.jpg,SH-FINE-TORBRECK-LES-AMIS-750,torbreck-les-amis
"B - draft, not ranged yet",COST + PHOTO,White,Trimbach Cuvée Frédéric Emile,,,,,,trimbach-cuvee-frederic-emile-01.jpg,trimbach-cuvee-frederic-emile-02.jpg,SH-FINE-TRIMBACH-CUVEE-FREDERIC-EMILE-750,trimbach-cuvee-frederic-emile
"B - draft, not ranged yet",COST + PHOTO,White,Trimbach Réserve Pinot Gris,,,,,,trimbach-reserve-pinot-gris-01.jpg,trimbach-reserve-pinot-gris-02.jpg,SH-FINE-TRIMBACH-RESERVE-PINOT-GRIS-750,trimbach-reserve-pinot-gris
"B - draft, not ranged yet",COST + PHOTO,Red,Turkey Flat Grenache,,,,,,turkey-flat-grenache-01.jpg,turkey-flat-grenache-02.jpg,SH-FINE-TURKEY-FLAT-GRENACHE-750,turkey-flat-grenache
"B - draft, not ranged yet",COST + PHOTO,White,Vasse Felix Heytesbury Chardonnay,,,,,,vasse-felix-heytesbury-chardonnay-01.jpg,vasse-felix-heytesbury-chardonnay-02.jpg,SH-FINE-VASSE-FELIX-HEYTESBURY-CHARDONNAY-750,vasse-felix-heytesbury-chardonnay
"B - draft, not ranged yet",COST + PHOTO,Red,Vasse Felix Tom Cullity,,,,,,vasse-felix-tom-cullity-01.jpg,vasse-felix-tom-cullity-02.jpg,SH-FINE-VASSE-FELIX-TOM-CULLITY-750,vasse-felix-tom-cullity
"B - draft, not ranged yet",COST + PHOTO,Red,Vieux Télégraphe La Crau,,,,,,vieux-telegraphe-la-crau-01.jpg,vieux-telegraphe-la-crau-02.jpg,SH-FINE-VIEUX-TELEGRAPHE-LA-CRAU-750,vieux-telegraphe-la-crau
"B - draft, not ranged yet",COST + PHOTO,Sparkling,Villa Sandi Cartizze,,,,,,villa-sandi-cartizze-01.jpg,villa-sandi-cartizze-02.jpg,SH-FINE-VILLA-SANDI-CARTIZZE-750,villa-sandi-cartizze
"B - draft, not ranged yet",COST + PHOTO,Red,Wynns Coonawarra Estate John Riddoch Cabernet Sauvignon,,,,,,wynns-coonawarra-estate-john-riddoch-cabernet-sauvignon-01.jpg,wynns-coonawarra-estate-john-riddoch-cabernet-sauvignon-02.jpg,SH-FINE-WYNNS-COONAWARRA-ESTATE-JOHN-RIDDOCH-CABERNET-SAUVIGNON-750,wynns-coonawarra-estate-john-riddoch-cabernet-sauvignon
"B - draft, not ranged yet",COST + PHOTO,Red,Wynns Coonawarra Estate Michael Shiraz,,,,,,wynns-coonawarra-estate-michael-shiraz-01.jpg,wynns-coonawarra-estate-michael-shiraz-02.jpg,SH-FINE-WYNNS-COONAWARRA-ESTATE-MICHAEL-SHIRAZ-750,wynns-coonawarra-estate-michael-shiraz
"B - draft, not ranged yet",COST + PHOTO,Red,Yabby Lake Single Block Pinot Noir,,,,,,yabby-lake-single-block-pinot-noir-01.jpg,yabby-lake-single-block-pinot-noir-02.jpg,SH-FINE-YABBY-LAKE-SINGLE-BLOCK-PINOT-NOIR-750,yabby-lake-single-block-pinot-noir
"B - draft, not ranged yet",COST + PHOTO,Red,Yalumba The Scribbler,,,,,,yalumba-the-scribbler-01.jpg,yalumba-the-scribbler-02.jpg,SH-FINE-YALUMBA-THE-SCRIBBLER-750,yalumba-the-scribbler
"B - draft, not ranged yet",COST + PHOTO,Red,Yangarra Estate High Sands Grenache,,,,,,yangarra-estate-high-sands-grenache-01.jpg,yangarra-estate-high-sands-grenache-02.jpg,SH-FINE-YANGARRA-ESTATE-HIGH-SANDS-GRENACHE-750,yangarra-estate-high-sands-grenache
"B - draft, not ranged yet",COST + PHOTO,Rose,Yangarra Estate Rosé,,,,,,yangarra-estate-rose-01.jpg,yangarra-estate-rose-02.jpg,SH-FINE-YANGARRA-ESTATE-ROSE-750,yangarra-estate-rose
"B - draft, not ranged yet",COST + PHOTO,White,Zind-Humbrecht Clos Windsbuhl Pinot Gris,,,,,,zind-humbrecht-clos-windsbuhl-pinot-gris-01.jpg,zind-humbrecht-clos-windsbuhl-pinot-gris-02.jpg,SH-FINE-ZIND-HUMBRECHT-CLOS-WINDSBUHL-PINOT-GRIS-750,zind-humbrecht-clos-windsbuhl-pinot-gris
"B - draft, not ranged yet",COST + PHOTO,Red,d'Arenberg The Derelict Vineyard Grenache,,,,,,d-arenberg-the-derelict-vineyard-grenache-01.jpg,d-arenberg-the-derelict-vineyard-grenache-02.jpg,SH-FINE-D-ARENBERG-THE-DERELICT-VINEYARD-GRENACHE-750,d-arenberg-the-derelict-vineyard-grenache
"C - draft, costed, needs photo",PHOTO,Red,San Polo Brunello di Montalcino DOCG Vignavecchia 2017 Sangiovese Tuscany Italy,806.99,550.00,,,,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy-01.jpg,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy-02.jpg,SH-FINE-SAN-POLO-BRUNELLO-DI-MONTALCINO-DOCG-VIGNAVECCHIA-2017-SANGIOVESE-TUSCAN,san-polo-brunello-di-montalcino-docg-vignavecchia-2017-sangiovese-tuscany-italy
"C - draft, costed, needs photo",PHOTO,Champagne,Perrier-Jouet Belle Epoque Blanc de Blanc,662.99,451.56,,,,perrier-jouet-belle-epoque-blanc-de-blanc-01.jpg,perrier-jouet-belle-epoque-blanc-de-blanc-02.jpg,SH-FINE-PERRIER-JOUET-BELLE-EPOQUE-BLANC-DE-BLANC-750,perrier-jouet-belle-epoque-blanc-de-blanc
"C - draft, costed, needs photo",PHOTO,Champagne,Champagne Deutz Amour de Deutz Brut Millesime 2011,469.99,319.84,,,,champagne-deutz-amour-de-deutz-brut-millesime-2011-01.jpg,champagne-deutz-amour-de-deutz-brut-millesime-2011-02.jpg,SH-FINE-CHAMPAGNE-DEUTZ-AMOUR-DE-DEUTZ-BRUT-MILLESIME-2011-750,champagne-deutz-amour-de-deutz-brut-millesime-2011
"C - draft, costed, needs photo",PHOTO,Red,Brokenwood Graveyard Shiraz,442.99,301.54,,,,brokenwood-graveyard-shiraz-01.jpg,brokenwood-graveyard-shiraz-02.jpg,SH-FINE-BROKENWOOD-GRAVEYARD-SHIRAZ-750,brokenwood-graveyard-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Poggio Al Tesoro Dedicato A Walter Bolgheri Superiore DOC Tuscany Italy,403.99,275.00,,,,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy-01.jpg,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy-02.jpg,SH-FINE-POGGIO-AL-TESORO-DEDICATO-A-WALTER-BOLGHERI-SUPERIORE-DOC-TUSCANY-ITALY-,poggio-al-tesoro-dedicato-a-walter-bolgheri-superiore-doc-tuscany-italy
"C - draft, costed, needs photo",PHOTO,Red,Joseph Drouhin Gevrey Chambertin,380.99,259.68,,,,joseph-drouhin-gevrey-chambertin-01.jpg,joseph-drouhin-gevrey-chambertin-02.jpg,SH-FINE-JOSEPH-DROUHIN-GEVREY-CHAMBERTIN-750,joseph-drouhin-gevrey-chambertin
"C - draft, costed, needs photo",PHOTO,Red,Kaesler Old Bastard Shiraz,366.99,249.98,,,,kaesler-old-bastard-shiraz-01.jpg,kaesler-old-bastard-shiraz-02.jpg,SH-FINE-KAESLER-OLD-BASTARD-SHIRAZ-750,kaesler-old-bastard-shiraz
"C - draft, costed, needs photo",PHOTO,Rose,Château d'Esclans Garrus,337.99,230.20,,,,chateau-d-esclans-garrus-01.jpg,chateau-d-esclans-garrus-02.jpg,SH-FINE-CHATEAU-D-ESCLANS-GARRUS-750,chateau-d-esclans-garrus
"C - draft, costed, needs photo",PHOTO,Champagne,Lacourte-Godbillon Mont Ames-Migreats Premier Cru (Pinot Noir) - Champagne France,311.99,212.30,,,,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france-01.jpg,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france-02.jpg,SH-FINE-LACOURTE-GODBILLON-MONT-AMES-MIGREATS-PREMIER-CRU-PINOT-NOIR-CHAMPAGNE-F,lacourte-godbillon-mont-ames-migreats-premier-cru-pinot-noir-champagne-france
"C - draft, costed, needs photo",PHOTO,Red,Kilikanoon Attunga 1865 Shiraz 2016,303.99,206.94,,,,kilikanoon-attunga-1865-shiraz-2016-01.jpg,kilikanoon-attunga-1865-shiraz-2016-02.jpg,SH-FINE-KILIKANOON-ATTUNGA-1865-SHIRAZ-2016-750,kilikanoon-attunga-1865-shiraz-2016
"C - draft, costed, needs photo",PHOTO,Red,Hentley Farm Clos Otto Shiraz,301.99,205.75,,,,hentley-farm-clos-otto-shiraz-01.jpg,hentley-farm-clos-otto-shiraz-02.jpg,SH-FINE-HENTLEY-FARM-CLOS-OTTO-SHIRAZ-750,hentley-farm-clos-otto-shiraz
"C - draft, costed, needs photo",PHOTO,Red,Maison Tramier & Fils Corton Grand Cru Pinot Noir 2016,276.99,188.55,,,,maison-tramier-fils-corton-grand-cru-pinot-noir-2016-01.jpg,maison-tramier-fils-corton-grand-cru-pinot-noir-2016-02.jpg,SH-FINE-MAISON-TRAMIER-FILS-CORTON-GRAND-CRU-PINOT-NOIR-2016-750,maison-tramier-fils-corton-grand-cru-pinot-noir-2016
"C - draft, costed, needs photo",PHOTO,Sparkling,House of Arras EJ Carr Late Disgorged,272.99,185.89,,,,house-of-arras-ej-carr-late-disgorged-01.jpg,house-of-arras-ej-carr-late-disgorged-02.jpg,SH-FINE-HOUSE-OF-ARRAS-EJ-CARR-LATE-DISGORGED-750,house-of-arras-ej-carr-late-disgorged
"C - draft, costed, needs photo",PHOTO,Champagne,Ruinart Rose Second Skin,267.99,182.35,,,,ruinart-rose-second-skin-01.jpg,ruinart-rose-second-skin-02.jpg,SH-FINE-RUINART-ROSE-SECOND-SKIN-750,ruinart-rose-second-skin
"C - draft, costed, needs photo",PHOTO,Champagne,Bollinger Pinot Noir Tx20 Blanc de Noirs Champagne,258.99,176.19,,,,bollinger-pinot-noir-tx20-blanc-de-noirs-champagne-01.jpg,bollinger-pinot-noir-tx20-blanc-de-noirs-champagne-02.jpg,SH-FINE-BOLLINGER-PINOT-NOIR-TX20-BLANC-DE-NOIRS-CHAMPAGNE-750,bollinger-pinot-noir-tx20-blanc-de-noirs-champagne
"C - draft, costed, needs photo",PHOTO,Champagne,Ruinart Blanc de Blanc SS,256.99,174.82,,,,ruinart-blanc-de-blanc-ss-01.jpg,ruinart-blanc-de-blanc-ss-02.jpg,SH-FINE-RUINART-BLANC-DE-BLANC-SS-750,ruinart-blanc-de-blanc-ss
"C - draft, costed, needs photo",PHOTO,Red,San Polo Brunello di Montalcino Riserva DOCG 2012 Sangiovese Tuscany Italy,256.99,174.90,,,,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy-01.jpg,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy-02.jpg,SH-FINE-SAN-POLO-BRUNELLO-DI-MONTALCINO-RISERVA-DOCG-2012-SANGIOVESE-TUSCANY-ITA,san-polo-brunello-di-montalcino-riserva-docg-2012-sangiovese-tuscany-italy
"C - draft, costed, needs photo",PHOTO,Red,Maison Tramier & Fils Vosne-Romanee Pinot Noir 2020,253.99,172.67,,,,maison-tramier-fils-vosne-romanee-pinot-noir-2020-01.jpg,maison-tramier-fils-vosne-romanee-pinot-noir-2020-02.jpg,SH-FINE-MAISON-TRAMIER-FILS-VOSNE-ROMANEE-PINOT-NOIR-2020-750,maison-tramier-fils-vosne-romanee-pinot-noir-2020
"C - draft, costed, needs photo",PHOTO,Red,Grant Burge Meshach Shiraz V19,251.99,171.36,,,,grant-burge-meshach-shiraz-v19-01.jpg,grant-burge-meshach-shiraz-v19-02.jpg,SH-FINE-GRANT-BURGE-MESHACH-SHIRAZ-V19-750,grant-burge-meshach-shiraz-v19
"C - draft, costed, needs photo",PHOTO,Champagne,Billecart Salmon Brut Sous Bois,238.99,162.79,,,,billecart-salmon-brut-sous-bois-01.jpg,billecart-salmon-brut-sous-bois-02.jpg,SH-FINE-BILLECART-SALMON-BRUT-SOUS-BOIS-750,billecart-salmon-brut-sous-bois
"C - draft, costed, needs photo",PHOTO,Champagne,Billecart-Salmon Brut Rosé,238.99,162.79,,,,billecart-salmon-brut-rose-01.jpg,billecart-salmon-brut-rose-02.jpg,SH-FINE-BILLECART-SALMON-BRUT-ROSE-750,billecart-salmon-brut-rose
"C - draft, costed, needs photo",PHOTO,Champagne,Veuve Clicquot Rose Reserve,215.99,147.04,,,,veuve-clicquot-rose-reserve-01.jpg,veuve-clicquot-rose-reserve-02.jpg,SH-FINE-VEUVE-CLICQUOT-ROSE-RESERVE-750,veuve-clicquot-rose-reserve
"C - draft, costed, needs photo",PHOTO,Red,Tenuta Meraviglia Rosso Bolgheri Superiore 2018,210.99,143.79,,,,tenuta-meraviglia-rosso-bolgheri-superiore-2018-01.jpg,tenuta-meraviglia-rosso-bolgheri-superiore-2018-02.jpg,SH-FINE-TENUTA-MERAVIGLIA-ROSSO-BOLGHERI-SUPERIORE-2018-750,tenuta-meraviglia-rosso-bolgheri-superiore-2018
"C - draft, costed, needs photo",PHOTO,Sparkling,Bollinger Rose NV,197.99,134.81,,,,bollinger-rose-nv-01.jpg,bollinger-rose-nv-02.jpg,SH-FINE-BOLLINGER-ROSE-NV-750,bollinger-rose-nv
"C - draft, costed, needs photo",PHOTO,Fortified,Dow's 30 Year Old Tawny Port,196.99,133.97,,,,dow-s-30-year-old-tawny-port-01.jpg,dow-s-30-year-old-tawny-port-02.jpg,SH-FINE-DOW-S-30-YEAR-OLD-TAWNY-PORT-750,dow-s-30-year-old-tawny-port
"C - draft, costed, needs photo",PHOTO,Red,Fontanafredda Vigna la Rosa Barolo DOCG Italy,191.99,130.28,,,,fontanafredda-vigna-la-rosa-barolo-docg-italy-01.jpg,fontanafredda-vigna-la-rosa-barolo-docg-italy-02.jpg,SH-FINE-FONTANAFREDDA-VIGNA-LA-ROSA-BAROLO-DOCG-ITALY-750,fontanafredda-vigna-la-rosa-barolo-docg-italy
"C - draft, costed, needs photo",PHOTO,Red,Marziano Abbona DOCG Barolo,191.99,130.90,,,,marziano-abbona-docg-barolo-01.jpg,marziano-abbona-docg-barolo-02.jpg,SH-FINE-MARZIANO-ABBONA-DOCG-BAROLO-750,marziano-abbona-docg-barolo
"C - draft, costed, needs photo",PHOTO,Champagne,Champagne Deutz Brut Rose NV,185.99,126.81,,,,champagne-deutz-brut-rose-nv-01.jpg,champagne-deutz-brut-rose-nv-02.jpg,SH-FINE-CHAMPAGNE-DEUTZ-BRUT-ROSE-NV-750,champagne-deutz-brut-rose-nv
"C - draft, costed, needs photo",PHOTO,Red,Wynns Riddoch Cabernet Sauvignon,184.99,125.89,,,,wynns-riddoch-cabernet-sauvignon-01.jpg,wynns-riddoch-cabernet-sauvignon-02.jpg,SH-FINE-WYNNS-RIDDOCH-CABERNET-SAUVIGNON-750,wynns-riddoch-cabernet-sauvignon
"C - draft, costed, needs photo",PHOTO,Sparkling,R de Ruinart Brut,183.99,125.44,,,,r-de-ruinart-brut-01.jpg,r-de-ruinart-brut-02.jpg,SH-FINE-R-DE-RUINART-BRUT-750,r-de-ruinart-brut
"C - draft, costed, needs photo",PHOTO,Champagne,Collet Vintage 2014,180.99,122.98,,,,collet-vintage-2014-01.jpg,collet-vintage-2014-02.jpg,SH-FINE-COLLET-VINTAGE-2014-750,collet-vintage-2014
"C - draft, costed, needs photo",PHOTO,Red,Donne Fittipaldi Malaroja Malbec Super Tuscan,175.99,119.90,,,,donne-fittipaldi-malaroja-malbec-super-tuscan-01.jpg,donne-fittipaldi-malaroja-malbec-super-tuscan-02.jpg,SH-FINE-DONNE-FITTIPALDI-MALAROJA-MALBEC-SUPER-TUSCAN-750,donne-fittipaldi-malaroja-malbec-super-tuscan
"C - draft, costed, needs photo",PHOTO,Champagne,Moët & Chandon Vintage,172.99,117.57,,,,moet-chandon-vintage-01.jpg,moet-chandon-vintage-02.jpg,SH-FINE-MOET-CHANDON-VINTAGE-750,moet-chandon-vintage
"C - draft, costed, needs photo",PHOTO,Red,Fontanafredda Barolo Proprieta DOCG Italy,169.99,115.80,,,,fontanafredda-barolo-proprieta-docg-italy-01.jpg,fontanafredda-barolo-proprieta-docg-italy-02.jpg,SH-FINE-FONTANAFREDDA-BAROLO-PROPRIETA-DOCG-ITALY-750,fontanafredda-barolo-proprieta-docg-italy
"C - draft, costed, needs photo",PHOTO,Red,Petaluma Anova Cabernet Sauvignon,166.99,113.52,,,,petaluma-anova-cabernet-sauvignon-01.jpg,petaluma-anova-cabernet-sauvignon-02.jpg,SH-FINE-PETALUMA-ANOVA-CABERNET-SAUVIGNON-750,petaluma-anova-cabernet-sauvignon
"C - draft, costed, needs photo",PHOTO,Red,Petaluma Anova Chardonnay,166.99,113.52,,,,petaluma-anova-chardonnay-01.jpg,petaluma-anova-chardonnay-02.jpg,SH-FINE-PETALUMA-ANOVA-CHARDONNAY-750,petaluma-anova-chardonnay
"C - draft, costed, needs photo",PHOTO,Champagne,Lacourte-Godbillon Rose Premier Cru (Pinot Noir) - Champagne France,164.99,112.20,,,,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france-01.jpg,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france-02.jpg,SH-FINE-LACOURTE-GODBILLON-ROSE-PREMIER-CRU-PINOT-NOIR-CHAMPAGNE-FRANCE-750,lacourte-godbillon-rose-premier-cru-pinot-noir-champagne-france
"C - draft, costed, needs photo",PHOTO,Red,Cloudy Bay Te Wahi,163.99,111.21,,,,cloudy-bay-te-wahi-01.jpg,cloudy-bay-te-wahi-02.jpg,SH-FINE-CLOUDY-BAY-TE-WAHI-750,cloudy-bay-te-wahi
"C - draft, costed, needs photo",PHOTO,Red,Eileen Hardy Shiraz V20,163.99,111.15,,,,eileen-hardy-shiraz-v20-01.jpg,eileen-hardy-shiraz-v20-02.jpg,SH-FINE-EILEEN-HARDY-SHIRAZ-V20-750,eileen-hardy-shiraz-v20
"C - draft, costed, needs photo",PHOTO,Red,First Drop Fat Of the Land Seppeltsfield Shiraz 2021,156.99,106.42,,,,first-drop-fat-of-the-land-seppeltsfield-shiraz-2021-01.jpg,first-drop-fat-of-the-land-seppeltsfield-shiraz-2021-02.jpg,SH-FINE-FIRST-DROP-FAT-OF-THE-LAND-SEPPELTSFIELD-SHIRAZ-2021-750,first-drop-fat-of-the-land-seppeltsfield-shiraz-2021
"C - draft, costed, needs photo",PHOTO,White,Joseph Drouhin Cote de Beaune Blanc,154.99,115.50,,,,joseph-drouhin-cote-de-beaune-blanc-01.jpg,joseph-drouhin-cote-de-beaune-blanc-02.jpg,SH-FINE-JOSEPH-DROUHIN-COTE-DE-BEAUNE-BLANC-750,joseph-drouhin-cote-de-beaune-blanc
"C - draft, costed, needs photo",PHOTO,Red,Piombaia DOCG Brunello di Montalcino,154.99,105.24,,,,piombaia-docg-brunello-di-montalcino-01.jpg,piombaia-docg-brunello-di-montalcino-02.jpg,SH-FINE-PIOMBAIA-DOCG-BRUNELLO-DI-MONTALCINO-750,piombaia-docg-brunello-di-montalcino
"C - draft, costed, needs photo",PHOTO,Champagne,Champagne Deutz Brut Rose,153.99,104.56,,,,champagne-deutz-brut-rose-01.jpg,champagne-deutz-brut-rose-02.jpg,SH-FINE-CHAMPAGNE-DEUTZ-BRUT-ROSE-750,champagne-deutz-brut-rose
"C - draft, costed, needs photo",PHOTO,White,Hardys Eileen Hardy Chardonnay V21,152.99,104.06,,,,hardys-eileen-hardy-chardonnay-v21-01.jpg,hardys-eileen-hardy-chardonnay-v21-02.jpg,SH-FINE-HARDYS-EILEEN-HARDY-CHARDONNAY-V21-750,hardys-eileen-hardy-chardonnay-v21
"C - draft, costed, needs photo",PHOTO,Red,Eileen Hardy Pinot Noir V21,150.99,102.88,,,,eileen-hardy-pinot-noir-v21-01.jpg,eileen-hardy-pinot-noir-v21-02.jpg,SH-FINE-EILEEN-HARDY-PINOT-NOIR-V21-750,eileen-hardy-pinot-noir-v21
"C - draft, costed, needs photo",PHOTO,Red,Giboulot Beaune Clos du Roi 1er Cru,150.99,102.88,,,,giboulot-beaune-clos-du-roi-1er-cru-01.jpg,giboulot-beaune-clos-du-roi-1er-cru-02.jpg,SH-FINE-GIBOULOT-BEAUNE-CLOS-DU-ROI-1ER-CRU-750,giboulot-beaune-clos-du-roi-1er-cru
"C - draft, costed, needs photo",PHOTO,Red,Penfolds St Henri Shiraz,149.99,101.65,,,,penfolds-st-henri-shiraz-01.jpg,penfolds-st-henri-shiraz-02.jpg,SH-FINE-PENFOLDS-ST-HENRI-SHIRAZ-750,penfolds-st-henri-shiraz
"C - draft, costed, needs photo",PHOTO,Champagne,Pol Roger Brut Non Vintage,149.99,102.21,,,,pol-roger-brut-non-vintage-01.jpg,pol-roger-brut-non-vintage-02.jpg,SH-FINE-POL-ROGER-BRUT-NON-VINTAGE-750,pol-roger-brut-non-vintage
"C - draft, costed, needs photo",PHOTO,Red,Poggio Landi Brunello di Montalcino DOCG 2018,145.99,98.86,,,,poggio-landi-brunello-di-montalcino-docg-2018-01.jpg,poggio-landi-brunello-di-montalcino-docg-2018-02.jpg,SH-FINE-POGGIO-LANDI-BRUNELLO-DI-MONTALCINO-DOCG-2018-750,poggio-landi-brunello-di-montalcino-docg-2018
"C - draft, costed, needs photo",PHOTO,Red,Cape Mentelle Heritage Cabernet Margaret River,143.99,97.91,,,,cape-mentelle-heritage-cabernet-margaret-river-01.jpg,cape-mentelle-heritage-cabernet-margaret-river-02.jpg,SH-FINE-CAPE-MENTELLE-HERITAGE-CABERNET-MARGARET-RIVER-750,cape-mentelle-heritage-cabernet-margaret-river
"C - draft, costed, needs photo",PHOTO,Red,Cape Mentelle Heritage Chardonnay Margaret River,143.99,97.91,,,,cape-mentelle-heritage-chardonnay-margaret-river-01.jpg,cape-mentelle-heritage-chardonnay-margaret-river-02.jpg,SH-FINE-CAPE-MENTELLE-HERITAGE-CHARDONNAY-MARGARET-RIVER-750,cape-mentelle-heritage-chardonnay-margaret-river
"C - draft, costed, needs photo",PHOTO,Sparkling,Collet Rose,143.99,98.15,,,,collet-rose-01.jpg,collet-rose-02.jpg,SH-FINE-COLLET-ROSE-750,collet-rose
